symbol,name,sector,is_st,close,ma5,ma10,ma20,ma60,ma5_slope_pct,ma20_slope_pct,ma60_slope_pct,avg_amount_20d_billion,above_mid_platform,platform_breakout,trend_pullback,strong_consolidation_restart,downtrend_rebound,recent5_low_rising,recent5_gain_pct,volume_breakout,volume_pullback_shrink,has_volume_bullish_day,upper_shadow_ratio,sector_strength_vs_index_3d_pct,sector_amount_expanding,sector_rank_percentile,sector_leaders_count,sector_frontline,market_index_above_ma5_ma10,market_amount_expanding,market_limit_up_premium_good,market_limit_down_risk_low
603259,药明康德,沪市主板,false,124.51,120.30,111.37,104.41,103.24,3.12,4.88,2.13,6.03,true,false,false,true,false,true,17.12,true,false,true,0.0145,-1.14,true,100.00,136,false,true,true,true,true
300346,南大光电,创业板,false,92.65,82.50,74.83,66.37,56.96,5.42,11.61,5.71,6.39,true,false,false,false,false,true,29.71,true,false,true,0.0109,0.93,true,50.00,256,false,true,true,true,true
300136,信维通信,创业板,false,119.25,114.81,108.20,103.54,94.28,4.32,2.37,4.74,11.03,true,false,false,false,false,true,24.90,true,false,true,0.0127,0.93,true,50.00,256,false,true,true,true,true
688048,长光华芯,科创板,false,502.00,435.63,412.04,385.33,358.64,5.32,4.47,5.22,561.35,true,true,false,false,false,true,28.04,true,false,true,0.0000,2.64,true,25.00,207,true,true,true,true,true
002409,雅克科技,深市主板,false,224.50,194.93,173.30,146.77,112.70,7.40,16.06,9.11,5.40,true,true,false,false,false,true,42.70,true,false,true,0.0160,-0.52,true,75.00,179,true,true,true,true,true
300604,长川科技,创业板,false,341.42,322.31,292.80,255.35,204.57,4.00,11.42,8.84,7.82,true,true,false,false,false,true,22.20,true,false,true,0.0117,0.93,true,50.00,256,false,true,true,true,true
002407,多氟多,深市主板,false,50.23,45.09,42.65,38.95,35.20,3.88,6.88,4.30,6.66,true,true,false,false,false,true,20.17,true,false,true,0.0000,-0.52,true,75.00,179,true,true,true,true,true
300666,江丰电子,创业板,false,368.60,347.98,325.39,280.25,209.43,4.55,16.12,9.01,7.36,true,false,false,false,false,true,25.88,true,false,true,0.0081,0.93,true,50.00,256,false,true,true,true,true
600206,有研新材,沪市主板,false,66.60,60.31,51.81,41.27,31.49,6.44,23.69,11.78,5.12,true,true,false,false,false,true,37.75,true,false,true,0.0420,-1.14,true,100.00,136,false,true,true,true,true
301526,国际复材,创业板,false,46.67,47.92,43.93,34.52,22.72,3.64,22.27,15.57,6.79,true,false,false,false,false,true,22.01,true,false,true,0.0349,0.93,true,50.00,256,false,true,true,true,true
688521,芯原股份,科创板,false,371.14,341.62,305.76,268.04,258.23,5.31,9.17,4.38,661.19,true,true,false,false,false,true,30.22,true,false,true,0.0122,2.64,true,25.00,207,false,true,true,true,true
300475,香农芯创,创业板,false,300.00,298.57,276.87,228.12,189.61,1.12,14.28,7.47,9.44,true,false,false,true,false,true,5.82,true,false,true,0.0133,0.93,true,50.00,256,false,true,true,true,true
688126,沪硅产业,科创板,false,39.89,35.93,34.14,31.64,25.44,4.46,6.83,6.46,709.94,true,true,false,false,false,true,23.81,true,false,true,0.0178,2.64,true,25.00,207,false,true,true,true,true
002428,云南锗业,深市主板,false,120.18,123.57,114.11,100.81,83.48,1.36,10.40,7.98,9.70,true,false,false,false,false,true,7.40,true,false,true,0.0266,-0.52,true,75.00,179,false,true,true,true,true
300433,蓝思科技,创业板,false,53.66,53.94,53.22,48.32,36.99,0.13,7.62,6.04,9.87,true,false,false,false,false,false,0.64,true,false,true,0.0212,0.93,true,50.00,256,false,true,true,true,true
300059,东方财富,创业板,false,20.38,20.37,20.05,19.16,19.62,-0.51,1.28,0.53,9.49,true,false,false,false,false,false,-2.49,true,false,true,0.0093,0.93,true,50.00,256,false,true,true,true,true
688017,绿的谐波,科创板,false,417.86,384.62,386.08,378.26,292.91,2.09,4.91,5.91,658.75,true,false,false,true,false,false,10.39,true,true,true,0.0099,2.64,true,25.00,207,true,true,true,true,true
600703,三安光电,沪市主板,false,21.22,21.50,19.81,17.83,15.62,1.31,8.32,4.95,7.03,true,false,false,false,false,true,7.01,true,false,true,0.0245,-1.14,true,100.00,136,false,true,true,true,true
000977,浪潮信息,深市主板,false,70.00,66.62,65.57,63.30,67.05,1.83,0.48,1.15,4.53,true,true,false,false,false,true,9.38,true,false,true,0.0097,-0.52,true,75.00,179,true,true,true,true,true
600378,昊华科技,沪市主板,false,75.38,68.35,66.53,58.79,42.70,2.72,14.01,7.94,5.31,true,true,false,true,false,false,13.63,true,false,true,0.0000,-1.14,true,100.00,136,true,true,true,true,true
000657,中钨高新,深市主板,false,95.72,99.31,98.79,86.30,66.50,-1.35,10.49,6.82,9.19,true,false,false,false,false,false,-6.61,true,false,true,0.0165,-0.52,true,75.00,179,false,true,true,true,true
600105,永鼎股份,沪市主板,false,67.48,67.60,64.83,58.94,48.96,1.50,9.46,7.52,8.80,true,false,false,false,false,false,7.99,true,false,true,0.0062,-1.14,true,100.00,136,true,true,true,true,true
300857,协创数据,创业板,false,339.90,336.47,308.79,268.82,246.99,2.03,9.13,6.58,6.59,true,false,false,true,false,true,10.90,true,false,true,0.0150,0.93,true,50.00,256,false,true,true,true,true
300054,鼎龙股份,创业板,false,105.97,99.44,94.76,83.63,69.06,3.04,8.94,6.46,4.56,true,true,false,true,false,true,16.07,true,false,true,0.0055,0.93,true,50.00,256,false,true,true,true,true
605358,立昂微,沪市主板,false,77.60,73.91,71.41,68.57,52.25,3.10,7.00,6.93,6.41,true,false,false,true,false,true,16.69,true,false,true,0.0178,-1.14,true,100.00,136,false,true,true,true,true
002851,麦格米特,深市主板,false,167.18,166.31,171.54,160.09,130.75,-0.70,5.32,4.38,6.46,true,false,false,false,false,false,-3.39,false,false,false,0.0268,-0.52,true,75.00,179,true,true,true,true,true
600549,厦门钨业,沪市主板,false,85.20,84.49,84.75,73.83,62.25,-0.05,12.09,3.81,8.13,true,false,false,false,false,false,-0.27,false,false,false,0.0268,-1.14,true,100.00,136,false,true,true,true,true
000100,TCL科技,深市主板,false,5.82,5.34,5.13,4.88,4.45,3.77,4.89,2.14,7.43,true,false,false,false,false,true,20.00,true,false,true,0.0000,-0.52,true,75.00,179,true,true,true,true,true
688120,华海清科,科创板,false,322.18,279.42,251.36,216.51,175.99,6.98,10.98,8.04,309.71,true,true,false,false,false,true,39.47,true,false,true,0.0079,2.64,true,25.00,207,false,true,true,true,true
688347,华虹宏力,科创板,false,336.30,328.96,299.39,263.28,189.08,2.76,10.43,10.60,683.54,true,false,false,true,false,true,15.14,true,true,true,0.0342,2.64,true,25.00,207,false,true,true,true,true
601869,长飞光纤,沪市主板,false,545.90,554.20,525.64,485.72,413.49,-0.88,10.16,5.80,8.02,true,false,false,false,false,false,-4.33,true,false,true,0.0073,-1.14,true,100.00,136,true,true,true,true,true
600552,凯盛科技,沪市主板,false,32.58,29.68,26.91,23.65,18.46,4.93,13.06,8.70,3.47,true,true,false,false,false,true,27.22,true,false,true,0.0335,-1.14,true,100.00,136,true,true,true,true,true
